line_1,suburb,postal_code,state,country,location
29 MANNING CIRCUIT,PACIFIC PINES,4211,QLD,AUSTRALIA,"{'longitude': 153.30072722, 'latitude': -27.93852996}"
5 NYRANG DRIVE,PIMPAMA,4209,QLD,AUSTRALIA,"{'longitude': 153.28545859, 'latitude': -27.80589739}"
240 FOXWELL ROAD,COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.32665704, 'latitude': -27.85416136}"
"UNIT 15, 4 RHIANA STREET",PIMPAMA,4209,QLD,AUSTRALIA,"{'longitude': 153.2885265, 'latitude': -27.81795242}"
"UNIT 1, 70 CARTER ROAD",NAMBOUR,4560,QLD,AUSTRALIA,"{'longitude': 152.94885069, 'latitude': -26.62478412}"
"UNIT 2, 4 KAROME STREET",PACIFIC PARADISE,4564,QLD,AUSTRALIA,"{'longitude': 153.0756133, 'latitude': -26.62066434}"
"UNIT 1, 26 BLACKALL TERRACE",NAMBOUR,4560,QLD,AUSTRALIA,"{'longitude': 152.95963604, 'latitude': -26.62041603}"
14 STINSON CIRCUIT,COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.34401519, 'latitude': -27.84131006}"
13 LEE STREET,PIMPAMA,4209,QLD,AUSTRALIA,"{'longitude': 153.31512286, 'latitude': -27.82507214}"
"TOWNHOUSE 6, 1 BARRATT STREET",COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.33396586, 'latitude': -27.84968363}"
19 CLARENCE DRIVE,HELENSVALE,4212,QLD,AUSTRALIA,"{'longitude': 153.32631109, 'latitude': -27.89030035}"
22 VALLEY CRESCENT,PALMVIEW,4553,QLD,AUSTRALIA,"{'longitude': 153.07047578, 'latitude': -26.74292316}"
30 FIGBIRD CRESCENT,BUDERIM,4556,QLD,AUSTRALIA,"{'longitude': 153.05923898, 'latitude': -26.70800711}"
13 DEWRANG DRIVE,PIMPAMA,4209,QLD,AUSTRALIA,"{'longitude': 153.27621341, 'latitude': -27.80627585}"
4 SAINT GEORGES COURT,CARRARA,4211,QLD,AUSTRALIA,"{'longitude': 153.36187575, 'latitude': -28.02057324}"
19 GYMEA CRESCENT,VARSITY LAKES,4227,QLD,AUSTRALIA,"{'longitude': 153.41199698, 'latitude': -28.09476903}"
2 BELLARA STREET,ASHMORE,4214,QLD,AUSTRALIA,"{'longitude': 153.35334996, 'latitude': -27.98588626}"
"UNIT 1407, 33 T E PETERS DRIVE",BROADBEACH WATERS,4218,QLD,AUSTRALIA,"{'longitude': 153.42618123, 'latitude': -28.02671739}"
51 OPEN DRIVE,ARUNDEL,4214,QLD,AUSTRALIA,"{'longitude': 153.37766477, 'latitude': -27.94281225}"
849 RED ROAD,BEERBURRUM,4517,QLD,AUSTRALIA,"{'longitude': 153.04822773, 'latitude': -26.9613554}"
"UNIT 5, 15 RAINFOREST SANCTUARY DRIVE",BUDERIM,4556,QLD,AUSTRALIA,"{'longitude': 153.05277688, 'latitude': -26.70406516}"
24 SANTA CLARA RISE,UPPER COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.28009797, 'latitude': -27.88062067}"
"UNIT 171, 183 KARAWATHA DRIVE",BUDERIM,4556,QLD,AUSTRALIA,"{'longitude': 153.08754687, 'latitude': -26.6975851}"
"UNIT 27, 2 GRAND PARADE",PARREARRA,4575,QLD,AUSTRALIA,"{'longitude': 153.12260899, 'latitude': -26.71717859}"
"UNIT 9, 30 COUGAL STREET",SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.40803859, 'latitude': -27.96998899}"
2-12 OTTO NOTHLING PLACE,BEERWAH,4519,QLD,AUSTRALIA,"{'longitude': 152.92532221, 'latitude': -26.86212935}"
5 BAIRNSDALE STREET WEST,BUDERIM,4556,QLD,AUSTRALIA,"{'longitude': 153.06766696, 'latitude': -26.68301382}"
39 GRASSLANDS CRESCENT,REEDY CREEK,4227,QLD,AUSTRALIA,"{'longitude': 153.39063303, 'latitude': -28.121512}"
17 ROMAR ROAD,GLASS HOUSE MOUNTAINS,4518,QLD,AUSTRALIA,"{'longitude': 152.96704059, 'latitude': -26.90824193}"
22 VISTA STREET,ELANORA,4221,QLD,AUSTRALIA,"{'longitude': 153.46365975, 'latitude': -28.1250881}"
"UNIT 1, 1877 GOLD COAST HIGHWAY",BURLEIGH HEADS,4220,QLD,AUSTRALIA,"{'longitude': 153.44926118, 'latitude': -28.08505171}"
417 PARADISE CIRCUIT,MAROOCHYDORE,4558,QLD,AUSTRALIA,"{'longitude': 153.0641901, 'latitude': -26.64716377}"
27 CAPTAIN COOK CLOSE,ARUNDEL,4214,QLD,AUSTRALIA,"{'longitude': 153.3741008, 'latitude': -27.94489158}"
120 TURPIN ROAD,LABRADOR,4215,QLD,AUSTRALIA,"{'longitude': 153.40220441, 'latitude': -27.94718677}"
7 YULIA STREET,COOMBABAH,4216,QLD,AUSTRALIA,"{'longitude': 153.3813719, 'latitude': -27.92123757}"
"UNIT 131, 183 KARAWATHA DRIVE",BUDERIM,4556,QLD,AUSTRALIA,"{'longitude': 153.08754687, 'latitude': -26.6975851}"
2 RUTH TERRACE,OXENFORD,4210,QLD,AUSTRALIA,"{'longitude': 153.30419312, 'latitude': -27.89124093}"
927 MALENY - MONTVILLE ROAD,BALMORAL RIDGE,4552,QLD,AUSTRALIA,"{'longitude': 152.88740287, 'latitude': -26.76146788}"
26 HENZELL STREET,DICKY BEACH,4551,QLD,AUSTRALIA,"{'longitude': 153.13665337, 'latitude': -26.78503725}"
9 ALLONGA STREET,CURRIMUNDI,4551,QLD,AUSTRALIA,"{'longitude': 153.12977764, 'latitude': -26.77265735}"
42 HOFFSCHILDT DRIVE,CURRUMBIN WATERS,4223,QLD,AUSTRALIA,"{'longitude': 153.46809456, 'latitude': -28.15966558}"
36 LARENTIA STREET,CURRUMBIN WATERS,4223,QLD,AUSTRALIA,"{'longitude': 153.45806727, 'latitude': -28.13909617}"
11 BRONHILL STREET,CURRUMBIN WATERS,4223,QLD,AUSTRALIA,"{'longitude': 153.45672785, 'latitude': -28.14005154}"
15 BAUHINIA COURT,CURRIMUNDI,4551,QLD,AUSTRALIA,"{'longitude': 153.11246024, 'latitude': -26.76362897}"
48 BOWEN ROAD,GLASS HOUSE MOUNTAINS,4518,QLD,AUSTRALIA,"{'longitude': 152.96294582, 'latitude': -26.90899091}"
21 NARRABRI COURT,GAVEN,4211,QLD,AUSTRALIA,"{'longitude': 153.33709059, 'latitude': -27.96170591}"
2 BILGOLA PLACE,ROBINA,4226,QLD,AUSTRALIA,"{'longitude': 153.41140771, 'latitude': -28.06665916}"
24 YOOMBA CRESCENT,ALEXANDRA HEADLAND,4572,QLD,AUSTRALIA,"{'longitude': 153.10037797, 'latitude': -26.66998139}"
14 FITZWILLIAM DRIVE,SIPPY DOWNS,4556,QLD,AUSTRALIA,"{'longitude': 153.06513243, 'latitude': -26.72684077}"
16 MURRAY CIRCUIT,UPPER COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.28302923, 'latitude': -27.87112563}"
7 BUSHLAND PLACE,MAUDSLAND,4210,QLD,AUSTRALIA,"{'longitude': 153.29515361, 'latitude': -27.92758257}"
68 SALENG CRESCENT,WARANA,4575,QLD,AUSTRALIA,"{'longitude': 153.13329948, 'latitude': -26.7135946}"
4 LOLITA COURT,VARSITY LAKES,4227,QLD,AUSTRALIA,"{'longitude': 153.41461195, 'latitude': -28.08545383}"
"UNIT 56, 96 BEERBURRUM STREET",BATTERY HILL,4551,QLD,AUSTRALIA,"{'longitude': 153.12621297, 'latitude': -26.78343247}"
78 UNDARA AVENUE,BUDDINA,4575,QLD,AUSTRALIA,"{'longitude': 153.13227882, 'latitude': -26.69828915}"
"UNIT 2, 92 TANAH STREET WEST",MOUNT COOLUM,4573,QLD,AUSTRALIA,"{'longitude': 153.09376082, 'latitude': -26.56228046}"
12 SANDPIPER PLACE,AROONA,4551,QLD,AUSTRALIA,"{'longitude': 153.11767931, 'latitude': -26.78429334}"
"UNIT 2104, 299 NAPPER ROAD",ARUNDEL,4214,QLD,AUSTRALIA,"{'longitude': 153.34917119, 'latitude': -27.94552555}"
"UNIT 2, 194 MARINE PARADE",LABRADOR,4215,QLD,AUSTRALIA,"{'longitude': 153.40903226, 'latitude': -27.95322569}"
197 PERRINS ROAD,EUDLO,4554,QLD,AUSTRALIA,"{'longitude': 152.94111845, 'latitude': -26.74146037}"
"UNIT 9, 18 MAHIA TERRACE",KINGS BEACH,4551,QLD,AUSTRALIA,"{'longitude': 153.13913174, 'latitude': -26.80244335}"
69 CROMBIE AVENUE,BUNDALL,4217,QLD,AUSTRALIA,"{'longitude': 153.40902708, 'latitude': -28.00231871}"
"UNIT 24, 29 BURLEIGH STREET",BURLEIGH HEADS,4220,QLD,AUSTRALIA,"{'longitude': 153.44672866, 'latitude': -28.08795284}"
"UNIT 124, 17 BAYVIEW STREET",RUNAWAY BAY,4216,QLD,AUSTRALIA,"{'longitude': 153.40542326, 'latitude': -27.92425765}"
"UNIT 48, 21 BAYVIEW STREET",RUNAWAY BAY,4216,QLD,AUSTRALIA,"{'longitude': 153.40431012, 'latitude': -27.92380182}"
"UNIT 2, 27 PACIFIC BOULEVARD",BROADBEACH WATERS,4218,QLD,AUSTRALIA,"{'longitude': 153.41392954, 'latitude': -28.02143506}"
49 LATROBE AVENUE,HELENSVALE,4212,QLD,AUSTRALIA,"{'longitude': 153.33243939, 'latitude': -27.92010104}"
20 ESSEN PLACE,OXENFORD,4210,QLD,AUSTRALIA,"{'longitude': 153.30719189, 'latitude': -27.88854067}"
4 MCKENZIE DRIVE,CURRUMBIN WATERS,4223,QLD,AUSTRALIA,"{'longitude': 153.46927358, 'latitude': -28.15852615}"
"UNIT 9, 21 LEVIATHAN DRIVE",MUDGEERABA,4213,QLD,AUSTRALIA,"{'longitude': 153.38114429, 'latitude': -28.08635384}"
1822 STAPYLTON - JACOBS WELL ROAD,JACOBS WELL,4208,QLD,AUSTRALIA,"{'longitude': 153.35657975, 'latitude': -27.77800291}"
5 MEROO PLACE,UPPER COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.27865734, 'latitude': -27.88986295}"
29 MAYFIELD STREET,ALEXANDRA HEADLAND,4572,QLD,AUSTRALIA,"{'longitude': 153.11037937, 'latitude': -26.6746011}"
"UNIT 7, 65 NEERIM DRIVE",MOOLOOLABA,4557,QLD,AUSTRALIA,"{'longitude': 153.11574788, 'latitude': -26.69384493}"
21 ATTUNGA COURT,WITTA,4552,QLD,AUSTRALIA,"{'longitude': 152.80662218, 'latitude': -26.7041777}"
7 TRITONIA DRIVE,COOLUM BEACH,4573,QLD,AUSTRALIA,"{'longitude': 153.0878238, 'latitude': -26.51070061}"
"UNIT 71, 136 PALM MEADOWS DRIVE",CARRARA,4211,QLD,AUSTRALIA,"{'longitude': 153.37151567, 'latitude': -28.02623278}"
77 MURTHA DRIVE,ELANORA,4221,QLD,AUSTRALIA,"{'longitude': 153.45982747, 'latitude': -28.13247197}"
8 MERRY STREET,PALMVIEW,4553,QLD,AUSTRALIA,"{'longitude': 153.057265, 'latitude': -26.73310501}"
8 CATHEDRAL AVENUE,MOLENDINAR,4214,QLD,AUSTRALIA,"{'longitude': 153.35977752, 'latitude': -27.97354568}"
59 BROOKFIELD STREET,PIMPAMA,4209,QLD,AUSTRALIA,"{'longitude': 153.31072386, 'latitude': -27.83345714}"
"UNIT 1, 16 ENERGY CRESCENT",MOLENDINAR,4214,QLD,AUSTRALIA,"{'longitude': 153.36332621, 'latitude': -27.96386117}"
9 KOALA STREET,STEIGLITZ,4207,QLD,AUSTRALIA,"{'longitude': 153.35565757, 'latitude': -27.73510769}"
56 OLIVIA CRESCENT,NIRIMBA,4551,QLD,AUSTRALIA,"{'longitude': 153.06209551, 'latitude': -26.81975281}"
1 MILL STREET,LANDSBOROUGH,4550,QLD,AUSTRALIA,"{'longitude': 152.9652857, 'latitude': -26.80741495}"
61 TWENTY SEVENTH AVENUE,PALM BEACH,4221,QLD,AUSTRALIA,"{'longitude': 153.45811919, 'latitude': -28.10457255}"
41 HORIZON WAY,WOOMBYE,4559,QLD,AUSTRALIA,"{'longitude': 152.96302243, 'latitude': -26.66857084}"
"UNIT 2, 27 TARONGA STREET",PALMWOODS,4555,QLD,AUSTRALIA,"{'longitude': 152.96495463, 'latitude': -26.68202006}"
56 CABARITA AVENUE,TUGUN,4224,QLD,AUSTRALIA,"{'longitude': 153.49083014, 'latitude': -28.14963531}"
37 REGATTA AVENUE,OXENFORD,4210,QLD,AUSTRALIA,"{'longitude': 153.30782468, 'latitude': -27.88689214}"
25 CHESTERTON CRESCENT,SIPPY DOWNS,4556,QLD,AUSTRALIA,"{'longitude': 153.06601733, 'latitude': -26.7273179}"
"UNIT 31H, 1 ALBERT AVENUE",BROADBEACH,4218,QLD,AUSTRALIA,"{'longitude': 153.43301336, 'latitude': -28.02773036}"
"UNIT 4, 42 ALEXANDRA PARADE",MAROOCHYDORE,4558,QLD,AUSTRALIA,"{'longitude': 153.10315791, 'latitude': -26.65667654}"
"UNIT 24, 70 NETHERTON STREET",NAMBOUR,4560,QLD,AUSTRALIA,"{'longitude': 152.9554181, 'latitude': -26.61951722}"
97 BILLINGHURST CRESCENT,UPPER COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.30422906, 'latitude': -27.86176184}"
37 VOLANTE CRESCENT,MERMAID WATERS,4218,QLD,AUSTRALIA,"{'longitude': 153.41888844, 'latitude': -28.0415435}"
"UNIT 2, 3 OSCAR COURT",OXENFORD,4210,QLD,AUSTRALIA,"{'longitude': 153.31537944, 'latitude': -27.92021537}"
"UNIT 76, 13 MOOLOOLABA ESPLANADE",MOOLOOLABA,4557,QLD,AUSTRALIA,"{'longitude': 153.12019472, 'latitude': -26.68060974}"
"UNIT 48, 14 BOURTON ROAD",MERRIMAC,4226,QLD,AUSTRALIA,"{'longitude': 153.35767997, 'latitude': -28.05208252}"
10 FORESTRY ROAD,SPRINGBROOK,4213,QLD,AUSTRALIA,"{'longitude': 153.26685481, 'latitude': -28.19168389}"
"UNIT 12, 140 DUPORTH AVENUE",MAROOCHYDORE,4558,QLD,AUSTRALIA,"{'longitude': 153.08875757, 'latitude': -26.64797848}"
"UNIT 16, 100 OLD BURLEIGH ROAD",BROADBEACH,4218,QLD,AUSTRALIA,"{'longitude': 153.43289572, 'latitude': -28.02010912}"
6273 FERNY LANE,HOPE ISLAND,4212,QLD,AUSTRALIA,"{'longitude': 153.37165634, 'latitude': -27.85900654}"
"UNIT 3, 74 DUPORTH AVENUE",MAROOCHYDORE,4558,QLD,AUSTRALIA,"{'longitude': 153.0911022, 'latitude': -26.65027811}"
"UNIT 26, 19 ELLIS WAY",MERIDAN PLAINS,4551,QLD,AUSTRALIA,"{'longitude': 153.09957543, 'latitude': -26.77311778}"
66 BALGOWNIE DRIVE,PEREGIAN SPRINGS,4573,QLD,AUSTRALIA,"{'longitude': 153.07060607, 'latitude': -26.48420731}"
16 PIONEER CRESCENT,BUDERIM,4556,QLD,AUSTRALIA,"{'longitude': 153.0511404, 'latitude': -26.68751767}"
3 HARMES PLACE,TALLEBUDGERA,4228,QLD,AUSTRALIA,"{'longitude': 153.43930287, 'latitude': -28.119356}"
"UNIT 3, 97 GOLDEN FOUR DRIVE",BILINGA,4225,QLD,AUSTRALIA,"{'longitude': 153.51696876, 'latitude': -28.16388115}"
11 TOURANGEAU CRESCENT,VARSITY LAKES,4227,QLD,AUSTRALIA,"{'longitude': 153.40821392, 'latitude': -28.08115216}"
27 LEXINGTON DRIVE,WORONGARY,4213,QLD,AUSTRALIA,"{'longitude': 153.34776312, 'latitude': -28.03255605}"
"UNIT 10, 9 GILBERT STREET",MAROOCHYDORE,4558,QLD,AUSTRALIA,"{'longitude': 153.08629259, 'latitude': -26.65029773}"
11 STRINGYBARK DRIVE,MOLENDINAR,4214,QLD,AUSTRALIA,"{'longitude': 153.36830054, 'latitude': -27.97792937}"
"UNIT 2, 2 MARGARET STREET",PIMPAMA,4209,QLD,AUSTRALIA,"{'longitude': 153.29054846, 'latitude': -27.81810155}"
"UNIT 23, 35A GREVILLEA DRIVE",VARSITY LAKES,4227,QLD,AUSTRALIA,"{'longitude': 153.41827067, 'latitude': -28.09541852}"
68 QUAMBONE STREET,WORONGARY,4213,QLD,AUSTRALIA,"{'longitude': 153.35354232, 'latitude': -28.04636705}"
"UNIT 2, 11 TALLEBUDGERA DRIVE",PALM BEACH,4221,QLD,AUSTRALIA,"{'longitude': 153.46036694, 'latitude': -28.10122867}"
"UNIT 6, 1 VERNEY STREET",KINGS BEACH,4551,QLD,AUSTRALIA,"{'longitude': 153.14171246, 'latitude': -26.7994541}"
"UNIT 3024, 3029 THE BOULEVARD",CARRARA,4211,QLD,AUSTRALIA,"{'longitude': 153.37329739, 'latitude': -28.01611662}"
"UNIT 2, 5 TABILBAN STREET",BURLEIGH HEADS,4220,QLD,AUSTRALIA,"{'longitude': 153.45279192, 'latitude': -28.09793667}"
"UNIT 1101, 159 OLD BURLEIGH ROAD",BROADBEACH,4218,QLD,AUSTRALIA,"{'longitude': 153.43380397, 'latitude': -28.0294472}"
"UNIT 225, 21 INNOVATION PARKWAY",BIRTINYA,4575,QLD,AUSTRALIA,"{'longitude': 153.12197502, 'latitude': -26.73783841}"
9A DUKE COURT,TALLAI,4213,QLD,AUSTRALIA,"{'longitude': 153.32914159, 'latitude': -28.07145779}"
19 HUME PARADE,PARADISE POINT,4216,QLD,AUSTRALIA,"{'longitude': 153.38634038, 'latitude': -27.87748102}"
111 VALLEY DRIVE,TALLEBUDGERA,4228,QLD,AUSTRALIA,"{'longitude': 153.4386907, 'latitude': -28.14679957}"
20 LYREBIRD COURT,PEREGIAN BEACH,4573,QLD,AUSTRALIA,"{'longitude': 153.09650622, 'latitude': -26.46685395}"
12 RIDGEWAY AVENUE,SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.40597419, 'latitude': -27.98162628}"
76 WANTS ROAD,MAROOCHY RIVER,4561,QLD,AUSTRALIA,"{'longitude': 152.99414574, 'latitude': -26.55984471}"
32 BAKER FINCH AVENUE,PEACHESTER,4519,QLD,AUSTRALIA,"{'longitude': 152.8851745, 'latitude': -26.8421677}"
13 CALIFORNIA DRIVE,OXENFORD,4210,QLD,AUSTRALIA,"{'longitude': 153.31069137, 'latitude': -27.90273362}"
82 CRESCENT AVENUE,HOPE ISLAND,4212,QLD,AUSTRALIA,"{'longitude': 153.37597772, 'latitude': -27.87985045}"
15 LEAVER COURT,ORMEAU,4208,QLD,AUSTRALIA,"{'longitude': 153.23225995, 'latitude': -27.77148298}"
9 GEORGE STREET,CALOUNDRA,4551,QLD,AUSTRALIA,"{'longitude': 153.13177326, 'latitude': -26.7978442}"
"UNIT 1801, 28-30 SECOND AVENUE",BROADBEACH,4218,QLD,AUSTRALIA,"{'longitude': 153.43017894, 'latitude': -28.0196602}"
"UNIT 20, 430 PINE RIDGE ROAD",COOMBABAH,4216,QLD,AUSTRALIA,"{'longitude': 153.38439629, 'latitude': -27.91935609}"
226 PALMWOODS MONTVILLE ROAD,PALMWOODS,4555,QLD,AUSTRALIA,"{'longitude': 152.93751152, 'latitude': -26.69888016}"
"UNIT 14, 260 THE ESPLANADE",MIAMI,4220,QLD,AUSTRALIA,"{'longitude': 153.44588114, 'latitude': -28.07550493}"
"UNIT 3018, 6 CRESTRIDGE CRESCENT",OXENFORD,4210,QLD,AUSTRALIA,"{'longitude': 153.30985334, 'latitude': -27.91726584}"
69A BONOGIN ROAD,MUDGEERABA,4213,QLD,AUSTRALIA,"{'longitude': 153.36937542, 'latitude': -28.10609418}"
"UNIT 1091, 56 SCARBOROUGH STREET",SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.41427459, 'latitude': -27.9699337}"
5 GOROKA COURT,CLEAR ISLAND WATERS,4226,QLD,AUSTRALIA,"{'longitude': 153.40628339, 'latitude': -28.03422611}"
"UNIT 7, 4-6 KALYAN STREET",SURFERS PARADISE,4217,QLD,AUSTRALIA,"{'longitude': 153.42133013, 'latitude': -27.99548765}"
9 BARRON COURT,PIMPAMA,4209,QLD,AUSTRALIA,"{'longitude': 153.29406159, 'latitude': -27.83451823}"
"UNIT 2, 8-12 MARINE PARADE",MIAMI,4220,QLD,AUSTRALIA,"{'longitude': 153.44392982, 'latitude': -28.06830305}"
18 ARILLA STREET,WURTULLA,4575,QLD,AUSTRALIA,"{'longitude': 153.1247517, 'latitude': -26.76216409}"
5 HULME STREET,PALMVIEW,4553,QLD,AUSTRALIA,"{'longitude': 153.05737049, 'latitude': -26.74226537}"
100 GIBRALTAR DRIVE,SURFERS PARADISE,4217,QLD,AUSTRALIA,"{'longitude': 153.41578124, 'latitude': -28.00551304}"
"UNIT 21, 7 JUAN STREET",ALEXANDRA HEADLAND,4572,QLD,AUSTRALIA,"{'longitude': 153.10947441, 'latitude': -26.67284303}"
14 LOMANDRA CLOSE,WOOMBYE,4559,QLD,AUSTRALIA,"{'longitude': 152.9531319, 'latitude': -26.65304564}"
"UNIT 163, 2 PEREGRINE DRIVE",WURTULLA,4575,QLD,AUSTRALIA,"{'longitude': 153.12958942, 'latitude': -26.75545914}"
74 PEACHEY ROAD,ORMEAU,4208,QLD,AUSTRALIA,"{'longitude': 153.23956166, 'latitude': -27.78154591}"
51 GLEN OSMOND ROAD,YATALA,4207,QLD,AUSTRALIA,"{'longitude': 153.20659456, 'latitude': -27.76189279}"
103 GRANDVIEW DRIVE,COOLUM BEACH,4573,QLD,AUSTRALIA,"{'longitude': 153.09311004, 'latitude': -26.54262344}"
"UNIT 79, 65 KILCOY LANE",CONONDALE,4552,QLD,AUSTRALIA,"{'longitude': 152.72782883, 'latitude': -26.79782871}"
35 PILLIGA STREET,SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.39939607, 'latitude': -27.98105212}"
8 OPAL PLACE,YAROOMBA,4573,QLD,AUSTRALIA,"{'longitude': 153.08921227, 'latitude': -26.54344423}"
52 AUDREY AVENUE,HELENSVALE,4212,QLD,AUSTRALIA,"{'longitude': 153.35074096, 'latitude': -27.8864205}"
7 COOCHIN STREET,DICKY BEACH,4551,QLD,AUSTRALIA,"{'longitude': 153.13547521, 'latitude': -26.78091268}"
2218 TAROMEO COURT,HOPE ISLAND,4212,QLD,AUSTRALIA,"{'longitude': 153.34645555, 'latitude': -27.87039569}"
"UNIT 1, 12 ERBACHER ROAD",NAMBOUR,4560,QLD,AUSTRALIA,"{'longitude': 152.96098969, 'latitude': -26.63893612}"
66 PHILIPPINE PARADE,PALM BEACH,4221,QLD,AUSTRALIA,"{'longitude': 153.46836369, 'latitude': -28.12123878}"
4 STONEHAVEN PLACE,HIGHLAND PARK,4211,QLD,AUSTRALIA,"{'longitude': 153.32746153, 'latitude': -28.00736885}"
51 CURRUMBURRA ROAD,ASHMORE,4214,QLD,AUSTRALIA,"{'longitude': 153.38328847, 'latitude': -27.99453542}"
42 PARKWAY TERRACE,PALMVIEW,4553,QLD,AUSTRALIA,"{'longitude': 153.05858358, 'latitude': -26.74147229}"
17 WADDIWONG ROAD,COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.36104082, 'latitude': -27.84709704}"
180 TAHITI AVENUE,PALM BEACH,4221,QLD,AUSTRALIA,"{'longitude': 153.46316405, 'latitude': -28.1167302}"
1 BLUEJAY STREET,BURLEIGH WATERS,4220,QLD,AUSTRALIA,"{'longitude': 153.43844056, 'latitude': -28.08387168}"
"UNIT 8, 9 LORD STREET",COOLANGATTA,4225,QLD,AUSTRALIA,"{'longitude': 153.52850017, 'latitude': -28.16857909}"
155 ESPLANADE,GOLDEN BEACH,4551,QLD,AUSTRALIA,"{'longitude': 153.11673829, 'latitude': -26.83731766}"
"UNIT 411, 45 BOTANICA DRIVE",SIPPY DOWNS,4556,QLD,AUSTRALIA,"{'longitude': 153.05550414, 'latitude': -26.71330516}"
35 WAPPA FALLS ROAD,YANDINA,4561,QLD,AUSTRALIA,"{'longitude': 152.95185796, 'latitude': -26.5698744}"
11 MATINA STREET,BIGGERA WATERS,4216,QLD,AUSTRALIA,"{'longitude': 153.40203553, 'latitude': -27.93262669}"
7 STRINGYBARK PLACE,PEREGIAN SPRINGS,4573,QLD,AUSTRALIA,"{'longitude': 153.07849037, 'latitude': -26.50373693}"
7 KURANDA CLOSE,BUDERIM,4556,QLD,AUSTRALIA,"{'longitude': 153.04791717, 'latitude': -26.70518606}"
"UNIT 216, 38 MAHOGANY DRIVE",PELICAN WATERS,4551,QLD,AUSTRALIA,"{'longitude': 153.09150363, 'latitude': -26.83699929}"
64 EDISON CRESCENT,BARINGA,4551,QLD,AUSTRALIA,"{'longitude': 153.06794097, 'latitude': -26.80179469}"
"UNIT 603, 28 NORTHCLIFFE TERRACE",SURFERS PARADISE,4217,QLD,AUSTRALIA,"{'longitude': 153.43105179, 'latitude': -28.00755961}"
37 HAKEA AVENUE,MALENY,4552,QLD,AUSTRALIA,"{'longitude': 152.84353326, 'latitude': -26.76018492}"
"UNIT 2, 22 OGILVIE CRESCENT",NERANG,4211,QLD,AUSTRALIA,"{'longitude': 153.31518487, 'latitude': -27.99921383}"
"UNIT 6, 22 LAWSON STREET",SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.41153391, 'latitude': -27.9714662}"
155 ALFS PINCH ROAD,BEERWAH,4519,QLD,AUSTRALIA,"{'longitude': 152.92376279, 'latitude': -26.84315262}"
2 LAVINIA STREET,SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.3991438, 'latitude': -27.99007296}"
8 TREECREEPER CRESCENT,UPPER COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.29284129, 'latitude': -27.84544821}"
